organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,education,nursing degree received,gpa,employment status,leave,termination,termination date,termination reason,id,tenure
Emory Saint Joseph's Hospital,8/15/2011 0:00,24523,14875,,Medical/Surgical Inpatient Unit,21,Female,Clayton State University,BSN,3.75,,No,No,,,21754,
Emory Saint Joseph's Hospital,6/6/2011 0:00,24440,14876,,Medical/Surgical Inpatient Unit,23,Female,Clayton State University,BSN,3.245,,No,No,,,21755,
Emory Saint Joseph's Hospital,3/14/2011 0:00,24322,14877,,Medical/Surgical Inpatient Unit,31,Female,Clayton State University,BSN,3.245,,No,No,,,21756,
Emory Hillandale Hospital,10/11/2022 0:00,450232,14878,9/19/2022 0:00,Medical/Surgical Inpatient Unit,24,Female,Clayton State University,BSN,3.75,,No,No,,,21757,3.515068493
Emory University Hospital,7/30/2020 0:00,442403,14879,7/27/2020 0:00,Cardiac/Heart/Vascular Critical Care,31,Female,Clayton State University,BSN,3.245,,No,Yes,2/26/2021 0:00,Family obligations (family/friend caregiving responsibility),21758,0.58630137
Emory Decatur Hospital,3/22/2022 0:00,452950,14880,3/14/2022 0:00,Medical/Surgical Inpatient Unit,23,Female,Clayton State University,BSN,3.75,,No,Yes,7/26/2023 0:00,Travel Nurse,21759,1.367123288
Emory University Hospital Midtown,10/31/2019 0:00,438055,14881,10/28/2019 0:00,Obstetrics/Labor & Delivery Inpatient Unit,34,Female,Clayton State University,BSN,3.245,,No,No,,,21760,6.410958904
Emory University Hospital Midtown,7/25/2019 0:00,2186726,14882,7/29/2019 0:00,Medical/Surgical Inpatient Unit,42,Female,Clayton State University,BSN,3.75,Full-time,No,No,,,21761,6.660273973
Emory University Hospital,3/11/2013 0:00,3621,14883,,Medical/Surgical ICU Inpatient Unit,39,Male,Clayton State University,BSN,3.245,,No,No,,,21762,
Emory Decatur Hospital,8/19/2025 0:00,467465,14884,8/11/2025 0:00,Medical/Surgical Intermediate Unit,43,Female,Clayton State University,BSN,3.245,Full-time,No,No,,,21763,0.619178082
Emory Decatur Hospital,3/15/2021 0:00,445404,14885,3/15/2021 0:00,Oncology Inpatient Unit,23,Female,Clemson University,BSN,3.245,,No,Yes,12/17/2021 0:00,Relocating out of area,21764,0.75890411
Emory University Hospital,4/24/2024 0:00,2436320,14886,3/4/2024 0:00,Cardiac/Heart/Vascular Critical Care,21,Female,Clemson University,BSN,3.75,Full-time,No,No,,,21765,2.057534247
Emory University Hospital Midtown,4/5/2024 0:00,2437724,14887,4/1/2024 0:00,Obstetrics/Labor & Delivery Inpatient Unit,21,Female,Clemson University,BSN,3.75,Full-time,No,No,,,21766,1.980821918
Emory Decatur Hospital,3/26/2024 0:00,468439,14888,2/26/2024 0:00,Emergency Department,23,Female,Clemson University,BSN,3.245,Full-time,No,No,,,21767,2.076712329
Emory University Hospital Midtown,4/7/2023 0:00,460951,14889,2/13/2023 0:00,Emergency Department,22,Female,Clemson University,Accelerated BSN,3.75,Full-time,No,Yes,12/10/2024 0:00,Other/Unknown,21768,1.824657534
Emory Saint Joseph's Hospital,7/13/2020 0:00,442306,14890,7/13/2020 0:00,Emergency Department,21,Female,Clemson University,BSN,3.75,,No,Yes,1/15/2021 0:00,Staffing or workload,21769,0.509589041
Emory University Hospital Midtown,4/1/2022 0:00,453220,14891,12/6/2021 0:00,Mother/Baby Unit,22,Female,Clemson University,BSN,3.75,,No,Yes,3/6/2024 0:00,Relocating out of area,21770,2.249315068
Emory University Hospital Midtown,4/1/2022 0:00,453223,14892,3/28/2022 0:00,Obstetrics/Labor & Delivery Inpatient Unit,23,Female,Clemson University,Accelerated BSN,3.75,,No,No,,,21771,3.994520548
Emory University Hospital,11/3/2021 0:00,450779,14893,11/1/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Clemson University,BSN,3.75,,No,No,,,21772,4.397260274
Emory University Hospital Midtown,8/26/2021 0:00,448614,14894,8/9/2021 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Clemson University,BSN,3.75,Full-time,No,Yes,8/12/2023 0:00,Travel Nurse,21773,2.008219178
Emory University Hospital,4/16/2021 0:00,445537,14895,3/8/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Clemson University,BSN,3.75,,No,No,,,21774,5.049315068
Emory University Hospital,4/16/2021 0:00,445692,14896,3/22/2021 0:00,Orthopedic Inpatient Unit,22,Female,Clemson University,BSN,3.245,,No,No,,,21775,5.010958904
Emory University Hospital Midtown,8/1/2020 0:00,442552,14897,8/10/2020 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,Clemson University,BSN,3.75,,No,No,,,21776,5.624657534
Emory University Hospital,5/1/2020 0:00,440101,14898,3/9/2020 0:00,Medical ICU Inpatient Unit,21,Female,Clemson University,BSN,3.75,,No,No,,,21777,6.046575342
Emory University Hospital,5/1/2020 0:00,2179287,14899,3/16/2020 0:00,Perioperative OR,24,Female,Clemson University,BSN,3.75,,No,Yes,10/29/2021 0:00,Other/Unknown,21778,1.621917808
Emory Long Term Acute Care,2/27/2019 0:00,432834,14900,2/25/2019 0:00,Medical/Surgical Intermediate Unit,23,Female,Clemson University,BSN,3.75,,No,No,,,21779,7.082191781
Emory University Hospital,2/26/2019 0:00,433227,14901,3/4/2019 0:00,Medical ICU Inpatient Unit,22,Female,Clemson University,BSN,3.75,,No,No,,,21780,7.063013699
Emory Saint Joseph's Hospital,7/16/2018 0:00,692535,14902,,Oncology Inpatient Unit,22,Female,Clemson University,BSN,3.75,,No,Yes,8/3/2020 0:00,Obtained position with a more desirable work schedule,21781,
Emory University Hospital,2/23/2018 0:00,422835,14903,,Oncology Inpatient Unit,22,Female,Clemson University,BSN,3.75,,No,No,,,21782,
Emory University Hospital,2/23/2018 0:00,423509,14904,,Cardiac/Heart/Vascular Critical Care,22,Female,Clemson University,BSN,3.476965558,,No,No,,,21783,
Emory University Hospital,2/24/2017 0:00,250337,14905,,Surgical ICU Inpatient Unit,29,Female,Clemson University,Accelerated BSN,3.75,,No,No,,,21784,
Emory University Hospital,10/10/2016 0:00,6658,14906,,Surgical ICU Inpatient Unit,23,Male,Clemson University,BSN,3.75,,No,No,,,21785,
Emory University Hospital,8/19/2013 0:00,1021,14907,,Oncology Inpatient Unit,22,Female,Clemson University,BSN,3.476965558,,No,No,,,21786,
Emory University Hospital,9/10/2012 0:00,9057,14908,,General Medical Inpatient Unit,22,Female,Clemson University,BSN,3.75,,No,No,,,21787,
Emory Saint Joseph's Hospital,3/14/2011 0:00,24319,14909,,Medical/Surgical Inpatient Unit,22,Female,Clemson University,BSN,3.75,,No,Yes,3/22/2014 0:00,Returning to school full-time,21788,
Emory Saint Joseph's Hospital,3/29/2010 0:00,1784,14910,,Other (please specify),24,Female,Clemson University,BSN,3.75,,No,No,,,21789,
Emory Saint Joseph's Hospital,3/29/2010 0:00,7149,14911,,Other (please specify),23,Female,Clemson University,BSN,3.245,,No,No,,,21790,
Emory Saint Joseph's Hospital,8/16/2009 0:00,8447,14912,,Other (please specify),21,Female,Clemson University,BSN,3.75,,No,No,,,21791,
Emory Saint Joseph's Hospital,3/30/2009 0:00,504,14913,,Other (please specify),23,Female,Clemson University,BSN,3.245,,No,No,,,21792,
Emory University Hospital,3/30/2020 0:00,440120,14914,3/9/2020 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,Clemson University,BSN,3.75,,No,Yes,4/2/2022 0:00,Returning to school full-time,21793,2.065753425
Emory University Hospital,3/30/2020 0:00,440298,14915,3/2/2020 0:00,Orthopedic Inpatient Unit,21,Female,Clemson University,BSN,3.75,,No,Yes,6/16/2021 0:00,Obtained position representing a different job experience,21794,1.290410959
Emory University Hospital Midtown,8/26/2021 0:00,449322,14916,8/23/2021 0:00,Cardiac/Heart/Vascular Critical Care,25,Female,Cleveland State University,Accelerated BSN,3.75,,No,No,,,21795,4.589041096
Emory University Hospital Midtown,10/30/2020 0:00,443306,14917,11/15/2020 0:00,Medical ICU Inpatient Unit,23,Male,Cleveland State University,BSN,3.75,,No,Yes,7/22/2022 0:00,Relocating out of area,21796,1.682191781
Emory University Hospital Midtown,8/9/2024 0:00,472655,14918,8/5/2024 0:00,Cardiac/Heart/Vascular Critical Care,24,Female,College of Coastal Georgia,BSN,3.245,Full-time,No,No,,,21797,1.635616438
Emory University Hospital,7/18/2022 0:00,456454,14919,7/25/2022 0:00,Telemetry Unit,26,Male,College of Coastal Georgia,BSN,3.245,,No,No,,,21798,3.668493151
